Group/Investment,Ticker,Inception Date,Morningstar Category,Index,Analysis Date,Analyst Rating,People Rating,Process Rating,Parent Rating,Performance Rating,Price Rating,Star Rating,Prospectus Adjusted Operating Expense Ratio,Morningstar Fee Level Rank - Distribution,Fund Size,Fund Size Rank,Est Fund-Level Net Flow 1 Yr,Est Fund-Level Net Flow 1 Yr Rank,Est Fund-Level Net Flow 3 Yr,Est Fund-Level Net Flow 3 Yr Rank,Est Fund-Level Net Flow 5 Yr,Est Fund-Level Net Flow 5 Yr Rank,Flows % 1 Yr,Flows % 1 Yr Rank,Manager Tenure - Longest,Manager Tenure - Longest Rank,Manager Tenure - Average,Manager Tenure - Average Rank,Manager Ownership Level,12 Mo Yield,12 Mo Yield Rank,Eff Duration,Eff Duration Rank,Credit Qual AAA %,Credit Qual AAA Rank,Credit Qual AA %,Credit Qual AA Rank,Credit Qual A % ,Credit Qual A Rank,Credit Qual BBB %,Credit Qual BBB Rank,Credit Qual BB %,Credit Qual BB Rank,Credit Qual B %,Credit Qual B Rank,Credit Qual CCC %,Credit Qual CCC Rank,Credit Qual NR %,Credit Qual NR Rank,% Asset in Top 10,% Asset in Top 10 Rank,# of Holdings ,# of Holdings Rank,Government %,Government Rank,Government Related % ,Government Related Rank,Corporate Bond %,Corporate Bond Rank,Agency MBS %,Agency MBS Rank,Nonagency RMBS %,Nonagency RMBS Rank,CMBS % ,CMBS Rank,ABS %,ABS Rank,Cash & Equivalents % ,Cash & Equivalents Rank,3 Yr Return,3 Yr Return Rank,3 Yr Std Dev,3 Yr Std Dev Rank,3 Yr Sharpe Ratio,3 Yr Sharpe Ratio Rank,3 Yr Alpha,3 Yr Alpha Rank,3 Yr Beta,3 Yr Beta Rank,3 Yr R2,3 Yr R2 Rank,3 Yr Max Drawdown,3 Yr Max Drawdown Rank,5 Yr Return,5 Yr Return Rank,5 Yr Std Dev,5 Yr Std Dev Rank,5 Yr Sharpe Ratio,5 Yr Sharpe Ratio Rank,5 Yr Alpha,5 Yr Alpha Rank,5 Yr Beta,5 Yr Beta Rank,5 Yr R2,5 Yr R2 Rank,5 Yr Max Drawdown,5 Yr Max Drawdown Rank,10 Yr Return,10 Yr Return Rank,10 Yr Std Dev,10 Yr Std Dev Rank,10 Yr Sharpe Ratio,10 Yr Sharpe Ratio Rank,10 Yr Alpha,10 Yr Alpha Rank,10 Yr Beta,10 Yr Beta Rank,10 Yr R2,10 Yr R2 Rank,10 Yr Max Drawdown,10 Yr Max Drawdown Rank,15 Yr Return,15 Yr Return Rank,15 Yr Std Dev,15 Yr Std Dev Rank,15 Yr Sharpe Ratio,15 Yr Sharpe Ratio Rank,15 Yr Alpha,15 Yr Alpha Rank,15 Yr Beta,15 Yr Beta Rank,15 Yr R2,15 Yr R2 Rank,15 Yr Max Drawdown,15 Yr Max Drawdown Rank,IR Shock Oct 2010 - Jan 2011,IR Shock Oct 2010 - Jan 2011 Rank,Eurozone Crisis June - Sep 2011,Eurozone Crisis June - Sep 2011 Rank,Taper Tantrum May - Aug 2013,Taper Tantrum May - Aug 2013 Rank,EM LC Sell-Off Sep - Dec 2014,EM LC Sell-Off Sep - Dec 2014 Rank,HY Sell-Off June 2015 - Feb 2016,HY Sell-Off June 2015 - Feb 2016 Rank,IR Shock Aug - Dec 2016,IR Shock Aug - Dec 2016 Rank,IR Shock 2018 Jan - Oct 2018,IR Shock 2018 Jan - Oct 2018 Rank,EM LC Sell-Off April - Oct 2019,EM LC Sell-Off April - Oct 2019 Rank,HY Equity Sell-Off Oct - Dec 2018,HY Equity Sell-Off Oct - Dec 2018 Rank,2008 Return,2008 Return Rank,2009 Return,2009 Return Rank
Eaton Vance Glbl Macr Absolute Return I,EIGMX,6/27/07,US Fund Nontraditional Bond,No,12/28/18,Bronze,Positive,Positive,Neutral,Neutral,Positive,3.00,0.74,40,"3,711,119,937.00",10,"-1,666,045,092.65",97,"-1,251,896,532.41",96,"-938,322,620.24",86,-30.98,85,11.50,7,10.64,3,"John R. Baur [$10,001 - $50,000];Michael A. Cirami [$100,001 - $500,000];Eric A. Stein [$10,001 - $50,000];",4.01,35,,,22.55,44,0.00,86,9.56,42,3.51,90,24.25,23,38.84,9,0.93,74,0.36,76,23.15,37,395,34,60.80,10,0.00,41,3.04,84,7.40,39,0.00,67,0.35,60,0.28,68,10.93,41,2.55,79,2.09,67,0.51,74,0.93,83,0.18,35,6.32,45,-4.10,71,2.79,40,2.21,74,0.82,31,1.64,48,0.11,47,-4.10,36,1.98,74,2.93,82,2.45,94,0.98,65,1.89,88,0.16,59,3.32,53,-4.10,18,,,,,,,,,,,,,,,0.44,70,-2.47,36,-2.55,54,1.29,6,-0.81,20,1.97,55,-3.02,90,-3.42,91,-0.90,40,1.80,1,11.18,87
Eaton Vance Glbl Macro Abs Ret Advtg I,EGRIX,8/31/10,US Fund Nontraditional Bond,No,12/27/18,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,3.00,1.05,66,"3,432,891,190.00",11,"-1,179,940,575.94",95,"1,898,211,031.78",5,"2,362,792,248.01",9,-25.58,81,8.92,14,8.92,5,"John R. Baur [$1 - $10,000];Michael A. Cirami [$100,001 - $500,000];Eric A. Stein [$100,001 - $500,000];",0.06,97,,,12.66,67,0.00,86,4.88,69,2.29,93,24.54,21,52.01,1,1.88,65,1.74,65,33.98,30,217,50,65.31,6,0.00,41,4.56,82,0.54,67,0.00,67,0.51,55,0.00,74,10.55,42,2.05,86,3.95,20,0.16,88,0.38,91,0.31,18,5.09,49,-9.56,95,3.36,24,4.06,24,0.60,47,2.02,38,0.22,26,-9.56,86,2.52,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,80,-4.10,64,-4.78,86,2.89,1,-1.36,27,3.10,28,-7.24,97,-7.77,96,-2.61,71,,,,
Eaton Vance Short Duration Strat Inc I,ESIIX,4/3/09,US Fund Nontraditional Bond,No,,,,,,,,4.00,0.87,50,"1,758,616,821.00",16,"-591,902,416.04",93,"-845,796,732.81",94,"-328,786,615.85",79,-25.18,78,9.58,11,7.63,12,"Eric A. Stein [$100,001 - $500,000];Andrew Szczurowski [$10,001 - $50,000];",4.30,26,0.71,72,25.16,41,0.00,86,16.46,10,11.19,60,20.62,30,25.25,23,0.68,76,0.64,73,20.90,44,"2,600",2,31.17,23,0.32,30,5.30,80,15.58,22,0.03,61,1.26,47,11.90,34,13.07,34,4.68,36,2.63,53,1.17,37,3.29,32,-0.14,79,2.49,71,-3.79,64,2.91,35,3.09,48,0.65,45,2.35,30,-0.17,77,-6.16,60,2.51,67,4.68,47,3.40,47,1.21,41,3.74,24,0.12,65,1.01,82,-6.16,65,4.82,34,3.95,83,0.86,17,2.89,17,0.19,50,-11.81,17,2.28,50,1.94,40,-3.27,48,-3.73,70,0.24,19,-6.16,81,4.42,16,-0.22,67,-1.07,83,-2.57,68,-10.65,46,26.02,31
First Trust TCW Unconstrained Pls Bd ETF,UCON,6/4/18,US Fund Nontraditional Bond,No,,,,,,,,,0.75,,"205,810,808.00",45,"175,791,500.00",12,,,,,583.41,1,1.08,89,1.08,88,Tad Rivelle [$0 - None];Laird R. Landmann [$0 - None];Stephen M. Kane [$0 - None];Bryan T. Whalen [$0 - None];,3.18,69,1.93,39,34.00,30,1.10,73,9.70,41,31.40,9,7.60,76,4.50,79,11.70,10,0.00,88,-9.68,81,555,30,1.61,64,-14.68,76,50.46,25,23.90,13,13.00,8,1.86,39,8.89,39,14.12,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,25,,,,
FPA Flexible Fixed Income,FPFIX,12/31/18,US Fund Nontraditional Bond,No,,,,,,,,,0.39,1,"103,853,141.00",58,,,,,,,,,0.58,92,0.58,92,"Thomas H. Atteberry [$1,000,001 and above];Abhijeet Patwardhan [$100,001 - $500,000];",,,,,,,,,,,,,,,,,,,,,15.52,57,159,57,4.82,51,0.00,41,4.37,83,37.89,8,2.70,40,8.98,8,32.20,14,6.46,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Flexible Alpha Bond Advisor,FZBAX,8/3/15,US Fund Nontraditional Bond,No,,,,,,,,2.00,0.94,55,"408,065,991.00",37,"132,572,515.08",14,"383,636,223.10",23,,,82.38,12,3.92,67,2.81,73,"David Yuen [$100,001 - $500,000];Michael J. Materasso [$0 - None];Sonal Desai [NA - New Manager];",3.01,77,0.45,80,22.01,45,13.27,9,18.79,7,16.92,44,7.14,77,3.20,83,0.09,84,18.59,10,-8.32,80,372,36,3.83,57,-17.31,78,17.90,68,21.22,15,2.08,44,4.36,24,35.52,8,29.74,25,1.80,89,1.51,88,0.22,84,0.39,90,-0.06,72,1.19,79,-2.09,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,86,1.19,37,0.96,34,-2.09,60,,,,
GMO Opportunistic Income VI,GMODX,10/3/11,US Fund Nontraditional Bond,No,,,,,,,,5.00,0.47,2,"976,909,158.00",28,"-53,590,606.34",78,"-681,856,925.67",91,"-1,111,048,008.39",89,-5.20,51,4.42,63,4.42,47,"Joe Auth [$10,001 - $50,000]",4.25,31,,,,,,,,,,,,,,,,,,,22.54,41,196,52,2.28,60,0.00,41,18.04,67,2.16,55,9.00,12,8.25,10,14.84,31,2.62,77,5.48,22,0.99,97,3.55,2,3.83,21,0.07,57,3.91,58,,,4.16,11,1.05,98,3.02,2,3.17,9,0.00,64,-0.45,1,0.01,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.69,19,0.49,14,0.12,11,2.61,40,3.21,15,2.08,19,1.24,8,,,,
Goldman Sachs Strategic Income Instl,GSZIX,6/30/10,US Fund Nontraditional Bond,No,3/27/19,Neutral,Neutral,Neutral,Neutral,Negative,Positive,2.00,0.61,12,"1,603,127,980.00",17,"-2,433,031,731.92",98,"-10,078,372,812.70",100,"-20,057,778,755.68",100,-65.41,97,9.08,13,4.79,38,"Michael Swell [$500,001 - $1,000,000];Ashish C. Shah [$0 - None];",3.53,55,0.32,82,51.46,10,4.76,41,5.70,58,13.08,52,3.63,90,6.62,67,4.69,44,10.06,27,23.19,36,783,18,9.83,40,2.02,14,29.01,46,3.29,51,3.96,26,1.33,44,29.67,17,5.48,67,2.09,84,2.72,49,0.24,83,0.64,86,0.01,65,0.01,100,-3.49,61,0.40,93,3.09,50,-0.15,94,0.07,89,-0.27,82,-6.78,62,6.52,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,45,-4.14,68,-1.02,25,-0.97,58,-4.91,67,2.56,41,-0.98,79,-1.60,88,-1.79,55,,,,
Guggenheim Macro Opportunities Instl,GIOIX,11/30/11,US Fund Nontraditional Bond,No,12/10/18,Neutral,Neutral,Neutral,Neutral,Positive,Negative,4.00,0.95,56,"6,769,751,614.00",3,"-187,595,749.90",82,"3,644,705,323.08",3,"5,760,983,259.23",2,-2.68,49,7.67,26,5.90,24,"B. Scott Minerd [$0 - None];Anne Bookwalter Walsh [$100,001 - $500,000];Kevin H. Gundersen [$0 - None];Adam Bloch [$1 - $10,000];Steven H. Brown [$10,001 - $50,000];",3.58,52,0.14,89,12.38,69,8.60,17,15.85,13,11.64,59,6.38,81,8.60,60,10.97,17,25.58,2,,,668,25,10.87,39,0.13,35,15.16,74,0.49,68,5.30,21,2.63,37,24.82,22,11.81,39,4.62,37,1.66,82,1.69,20,3.17,34,-0.11,76,3.02,66,-1.11,20,3.45,21,2.34,67,1.05,18,2.41,23,0.05,57,-4.87,48,0.32,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.05,59,0.65,12,-4.87,66,4.54,15,1.51,34,1.12,31,-1.11,44,,,,
Invesco Oppenheimer Global Uncons Bd R6,OGUIX,1/26/18,US Fund Nontraditional Bond,No,,,,,,,,,0.75,35,"10,417,631.00",93,"117,409.36",45,,,,,1.15,42,1.50,87,1.50,85,Hemant Baijal [$0 - None],4.78,17,1.30,54,13.06,65,7.86,20,10.32,37,18.50,41,26.18,19,4.01,80,0.00,86,20.07,9,,,50,76,61.95,8,0.81,22,12.38,77,1.87,57,0.00,67,0.00,69,1.15,58,7.09,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.79,94,0.66,14,,,,
Iron Strategic Income Institutional,IFUNX,10/11/06,US Fund Nontraditional Bond,No,,,,,,,,3.00,1.41,76,"59,742,869.00",67,"-23,736,216.40",63,"-102,891,267.52",80,"-368,605,046.13",81,-28.43,83,12.75,5,5.50,30,"Aaron Izenstark [$500,001 - $1,000,000];Ramesh Poola [$0 - None];Edward Connolly [$0 - None];Joe Fanaro [$0 - None];",3.85,42,,,6.50,77,0.00,84,0.02,88,4.51,86,32.03,14,26.41,20,9.47,27,21.05,6,14.87,58,76,68,0.00,73,0.00,41,63.32,21,0.00,74,0.00,67,0.00,69,0.00,74,35.81,23,2.82,72,2.70,52,0.50,76,1.19,77,0.20,30,4.69,52,-2.48,49,0.87,86,3.35,38,0.00,86,-0.14,94,0.07,53,-7.19,65,0.35,89,4.61,53,4.47,24,0.92,70,3.52,35,0.18,53,1.29,70,-7.19,76,,,,,,,,,,,,,,,4.53,1,-6.53,96,-0.09,14,-3.12,88,-5.76,75,1.29,73,-0.92,77,-0.15,69,-2.15,64,-8.04,28,35.60,7
Ivy Pictet Targeted Return Bond I,IRBIX,1/4/16,US Fund Nontraditional Bond,No,,,,,,,,3.00,1.00,60,"228,005,639.00",44,"-17,589,763.85",60,"125,280,972.13",36,,,-6.32,54,3.50,74,2.71,76,Ella Hoxha [$0 - None];David Bopp [$0 - None];Andres Sanchez Balcazar [$0 - None];Thomas Hansen [$0 - None];,5.05,13,,,28.30,40,9.20,14,11.10,34,34.70,3,10.60,69,5.20,76,0.40,79,0.50,74,-257.67,98,266,45,222.27,1,-272.26,98,141.72,1,0.00,74,0.00,67,0.00,69,0.00,74,2.37,80,2.78,73,1.98,68,0.68,68,0.98,82,0.37,14,32.26,17,-1.46,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.68,97,-0.10,64,0.30,59,0.53,15,,,,
James Alpha Structured Credit Value I,JSVIX,8/21/18,US Fund Nontraditional Bond,No,,,,,,,,,1.50,80,"40,481,981.00",76,,,,,,,,,0.92,91,0.92,91,"Akos Beleznay [$0 - None];Kevin R. Greene [$0 - None];Jay Menozzi [$1,000,001 and above];Boris Peresechensky [$0 - None];James S. Vitalie [$0 - None];Michael J. Montague [$0 - None];",,,,,,,,,,,,,,,,,,,,,28.85,32,123,61,0.00,73,0.00,41,0.37,91,3.37,50,35.45,1,1.06,50,43.88,5,15.82,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,13,,,,
Janus Henderson Abs Ret Inc Opports I,JUCIX,5/27/14,US Fund Nontraditional Bond,No,,,,,,,,2.00,0.78,40,"138,891,280.00",52,"-1,370,787,115.06",96,"-1,312,023,959.33",97,"133,604,283.54",38,-91.06,100,0.42,96,0.25,96,"Nick Maroutsos [$10,001 - $50,000];Jason England [NA - New Manager];",3.45,61,1.41,51,36.84,27,8.21,19,13.74,19,32.73,6,0.00,94,0.00,93,0.00,86,8.48,28,44.03,26,65,70,0.00,73,1.35,16,48.16,28,41.27,7,0.00,67,0.00,69,0.00,74,0.00,88,0.60,96,3.28,37,-0.24,97,-0.95,98,0.16,40,2.01,76,-7.57,89,0.62,88,3.33,40,-0.07,89,-0.76,96,0.25,23,-7.57,70,4.83,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.58,71,0.70,7,1.40,67,-6.26,96,-5.77,95,2.25,2,,,,
JPMorgan Strategic Income Opports I,JSOSX,10/10/08,US Fund Nontraditional Bond,No,10/17/18,Neutral,Neutral,Neutral,Positive,Neutral,Positive,3.00,0.77,44,"12,612,411,676.00",2,"-17,556,134.34",59,"-1,030,896,159.56",95,"-14,932,200,343.30",96,-0.14,45,10.75,8,8.28,9,"William H. Eigen [$1,000,001 and above];Jarred A. Sherman [$100,001 - $500,000];Jeffrey Wheeler [$100,001 - $500,000];",3.16,72,0.57,77,10.46,73,26.57,3,19.29,5,10.90,62,9.06,70,12.46,45,11.26,16,0.00,88,7.17,71,"1,189",9,0.01,71,0.17,33,30.08,43,7.08,40,2.43,42,0.55,53,9.04,38,32.89,24,3.89,48,1.71,79,1.32,30,2.39,48,-0.01,66,0.04,98,-1.34,23,2.59,50,2.27,72,0.73,36,1.66,47,0.00,60,-4.35,38,0.00,98,3.92,59,2.69,82,1.25,30,3.29,47,0.03,82,0.09,100,-4.98,41,,,,,,,,,,,,,,,3.01,25,-4.93,76,-0.34,17,-0.62,49,-4.31,59,3.00,33,1.86,26,1.58,24,-1.34,50,,,19.06,62
JPMorgan Unconstrained Debt I,JSISX,12/1/10,US Fund Nontraditional Bond,No,,,,,,,,3.00,0.65,17,"969,829,694.00",29,"-926,532,716.93",94,"-1,960,536,058.68",98,"-1,353,391,540.49",93,-49.06,95,8.58,17,8.58,6,"Robert Michele [$1,000,001 and above];Iain T. Stealey [$0 - None];",3.28,66,1.56,49,8.56,74,29.85,2,4.14,73,10.75,63,19.84,34,13.80,40,13.06,5,0.00,88,18.18,52,876,15,6.23,48,0.00,41,25.14,58,29.84,10,5.21,22,4.78,21,20.86,28,2.23,82,3.21,66,2.35,59,0.73,63,1.67,68,0.06,59,0.64,83,-2.73,54,2.47,55,2.31,69,0.67,41,1.34,57,0.10,48,-2.73,21,1.62,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.87,28,-1.89,35,-0.29,42,-1.71,32,0.51,89,0.06,58,0.29,60,-2.73,76,,,,
Kensington Managed Income Institutional,KAMIX,5/31/19,US Fund Nontraditional Bond,No,,,,,,,,,2.49,97,"12,989,695.00",87,,,,,,,,,0.17,97,0.17,97,Bruce DeLaurentis [$0 - None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazard Enhanced Opportunities Instl,LEOIX,12/31/14,US Fund Nontraditional Bond,No,,,,,,,,3.00,1.34,96,"9,249,041.00",94,"-9,096,427.72",53,"-10,508,327.09",73,,,-49.67,96,4.58,56,4.58,43,Frank Bianco [$0 - None];Sean H. Reynolds [$0 - None];,1.09,95,,,,,,,,,,,,,,,,,,,7.79,68,109,65,-4.18,100,0.00,41,11.02,78,0.00,74,0.00,67,0.00,69,0.00,74,40.75,21,4.19,43,2.56,54,1.03,41,2.64,41,0.05,61,0.33,91,-2.70,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.05,68,1.64,61,0.27,52,-0.54,75,-2.70,75,,,,
Loomis Sayles Strategic Alpha Y,LASYX,12/15/10,US Fund Nontraditional Bond,No,,,,,,,,3.00,0.75,35,"1,529,593,293.00",18,"235,532,354.09",11,"311,825,770.23",24,"256,592,170.63",30,17.24,25,8.58,17,8.58,6,"Matthew J. Eagan [$500,001 - $1,000,000];Kevin P. Kearns [$100,001 - $500,000];Todd P. Vandam [$500,001 - $1,000,000];",3.65,48,,,0.00,93,3.44,51,5.54,60,49.52,1,13.13,62,15.57,34,11.97,9,0.83,70,-3.29,79,618,28,2.28,59,-4.11,73,46.80,30,0.76,65,3.94,28,1.74,40,32.02,15,6.15,62,3.78,51,1.68,80,1.29,32,2.37,49,-0.12,77,3.81,59,-1.31,22,2.53,52,2.28,70,0.70,38,1.68,45,-0.04,65,-5.50,55,0.22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.13,92,-4.58,83,-0.35,46,-5.50,72,2.97,35,1.76,28,0.76,46,-1.31,49,,,,
MainStay MacKay Unconstrained I,MSDIX,1/2/04,US Fund Nontraditional Bond,No,11/26/18,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,4.00,0.85,60,"1,038,795,078.00",27,"-219,710,146.10",85,"-615,600,752.96",90,"-1,082,910,573.12",88,-17.44,67,9.67,10,2.57,79,Stephen R. Cianci [$0 - None];Dan C. Roberts [$0 - None];Neil Moriarty [$0 - None];Shu-Yang Tan [$0 - None];Joseph Cantwell [$0 - None];Matthew Jacob [$0 - None];,3.31,63,,,2.30,86,6.41,27,17.65,9,35.04,2,25.80,20,7.63,65,0.16,83,5.01,45,-47.18,84,298,41,6.46,47,-35.59,80,90.48,11,8.84,34,1.50,46,3.39,32,8.07,40,3.67,75,4.23,42,2.30,63,1.14,39,2.60,42,0.13,46,2.59,70,-2.24,44,1.93,67,3.52,35,0.30,69,0.87,69,0.09,50,-8.01,74,0.59,84,5.76,18,4.70,12,1.10,53,4.32,12,0.27,47,2.69,59,-8.01,82,5.13,17,5.49,34,0.69,34,2.01,67,0.62,17,-16.78,50,12.88,17,2.81,35,-5.59,84,-2.30,46,-2.51,83,-7.73,92,2.69,39,0.15,56,0.61,52,-2.24,65,-12.88,64,27.77,25
Manning & Napier Unconstrained Bond I,MNCPX,8/1/13,US Fund Nontraditional Bond,No,,,,,,,,3.00,0.49,4,"924,360,695.00",30,"120,215,755.25",15,"-23,827,201.89",76,"135,276,198.99",36,14.95,26,14.25,4,12.42,2,"R. Keith Harwood [$0 - None];Marc Bushallow [$100,001 - $500,000];",3.15,73,1.28,56,34.61,28,1.14,72,8.08,47,21.08,34,5.76,86,5.52,74,1.27,70,22.54,5,13.16,61,295,42,9.21,42,-0.08,62,40.55,37,6.79,42,3.62,29,3.07,35,25.58,20,11.15,40,2.70,76,1.22,92,0.98,45,1.00,79,0.25,23,35.62,14,-0.76,10,1.95,65,1.73,88,0.60,48,0.35,84,0.33,16,-2.28,18,32.03,12,4.82,41,3.25,59,1.30,24,1.96,76,0.68,6,36.63,1,-4.46,30,,,,,,,,,,,,,,,-0.05,85,-1.37,16,-4.46,78,-0.98,59,-2.28,40,0.32,90,0.01,61,0.56,55,-0.04,23,1.24,10,14.36,69
Metropolitan West Strategic Income I,MWSIX,3/31/04,US Fund Nontraditional Bond,No,,,,,,,,4.00,2.10,93,"82,757,949.00",60,"-19,469,636.42",61,"-37,873,710.51",77,"-124,233,014.84",69,-19.03,68,16.08,3,15.71,1,"Tad Rivelle [$1,000,001 and above];Laird R. Landmann [$1,000,001 and above];Stephen M. Kane [$0 - None];Bryan T. Whalen [$0 - None];",4.57,20,2.03,34,31.13,35,7.12,23,15.60,14,20.95,35,4.08,88,3.11,84,18.02,2,0.00,88,13.97,59,389,35,1.26,66,0.33,29,32.34,42,9.63,33,8.50,14,3.68,28,33.21,12,10.24,44,3.64,55,1.19,94,1.78,14,1.92,57,0.24,24,35.55,15,-0.27,1,2.69,45,1.19,94,1.51,11,1.42,53,0.16,40,-0.89,6,15.70,21,7.51,1,3.94,35,1.72,1,5.60,6,0.37,24,7.20,35,-3.38,6,3.68,67,5.69,17,0.42,67,2.30,50,0.04,100,-35.44,83,0.06,83,3.90,5,-3.38,56,-1.05,27,0.25,16,-0.87,24,0.68,84,0.85,43,0.92,35,0.11,22,-27.96,91,32.03,19
Metropolitan West Unconstrained Bd I,MWCIX,9/30/11,US Fund Nontraditional Bond,No,3/27/19,Bronze,Positive,Positive,Neutral,Positive,Positive,4.00,0.74,34,"3,193,472,000.00",12,"-39,957,740.42",70,"772,487,995.55",14,"2,397,301,497.56",7,-1.24,46,7.83,22,7.83,10,"Tad Rivelle [$1,000,001 and above];Laird R. Landmann [$1,000,001 and above];Stephen M. Kane [$1,000,001 and above];Bryan T. Whalen [$0 - None];",3.86,41,2.00,35,38.59,26,5.07,38,13.89,17,21.62,31,6.13,84,3.21,81,11.45,13,0.03,86,5.66,72,867,16,1.32,65,0.47,26,27.23,50,12.02,29,14.09,7,5.54,16,25.52,21,11.84,38,3.68,54,1.04,96,2.08,8,1.97,55,0.22,27,37.98,12,-0.33,2,2.81,38,1.02,100,1.90,7,1.55,50,0.16,41,-0.68,2,21.56,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.47,30,0.19,24,-0.59,17,0.94,77,0.83,45,1.04,33,-0.08,24,,,,
Morgan Stanley Inst Strategic Income I,MSIDX,12/30/14,US Fund Nontraditional Bond,No,,,,,,,,4.00,1.00,60,"10,465,028.00",92,"198,384.15",44,"287,819.82",65,,,1.95,39,4.58,56,4.58,43,Christian G. Roth [$0 - None];Michael B. Kushma [$0 - None];Richard Ford [$0 - None];James Caron [$0 - None];,3.92,40,0.65,75,20.28,48,3.04,55,5.61,59,21.75,30,9.03,72,11.94,47,12.66,7,15.69,16,-86.68,91,191,54,48.80,11,-105.77,96,65.71,20,6.67,43,14.42,5,10.28,4,35.95,7,7.17,57,5.70,17,1.94,70,2.03,10,4.18,15,-0.07,73,0.95,82,-1.08,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.64,62,2.96,36,1.69,30,0.60,54,-1.08,41,,,,
Navigator Duration Neutral Bond I,NDNIX,9/23/13,US Fund Nontraditional Bond,No,,,,,,,,2.00,0.93,54,"58,831,271.00",69,"411,091.02",43,"-21,039,276.42",74,"32,288,185.41",55,0.71,43,5.83,39,3.94,55,"Jonathan A. Fiebach [$500,001 - $1,000,000];K. Sean Clark [$0 - None];Alexander Meyer [$0 - None];",2.01,93,,,,,,,,,,,,,,,,,,,48.85,22,41,78,0.00,73,0.00,41,0.00,92,0.00,74,0.00,67,0.00,69,0.00,74,12.16,37,2.07,85,2.15,65,0.28,80,0.64,85,-0.04,71,0.30,92,-1.50,28,1.58,79,2.48,65,0.28,72,1.21,59,-0.26,81,-2.79,23,9.19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,27,1.18,4,1.48,64,0.81,46,0.79,42,-0.74,35,,,,
Navigator Tactical Fixed Income I,NTBIX,3/27/14,US Fund Nontraditional Bond,No,,,,,,,,5.00,1.05,64,"4,509,440,394.00",6,"1,178,713,137.61",2,"4,082,093,108.69",2,"4,335,059,814.06",4,35.61,18,5.33,45,4.00,54,David J. Rights [NA - FC Inconsistent];Jonathan A. Fiebach [$0 - None];Mason Wev [$0 - None];K. Sean Clark [$0 - None];Robert S. Bennett [$0 - None];Alexander Meyer [$0 - None];,3.23,68,,,2.52,83,0.05,81,0.40,83,5.24,80,37.85,10,36.77,13,12.79,6,4.39,48,18.85,51,998,14,0.00,73,0.24,31,74.85,17,0.00,74,0.00,67,0.00,69,0.00,74,8.04,55,5.35,23,2.97,43,1.26,34,3.71,24,0.11,48,1.23,78,-2.37,46,4.32,9,3.91,30,0.87,30,2.61,19,0.39,12,-5.12,52,8.31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.10,94,-0.53,16,3.94,20,1.26,35,2.31,18,-2.37,67,,,,
